FID,the_geom,bh_id,completion,type,country,lat,long,location,elevation,aquifer,depth_m,yield_m3_h,strike_m,tds_mg_l,samdate_td,so4_mg_l,samdate_so,NO3_mg_l,samdate_NO,f_mg_l,samdate_f,t_m2_d,ec_ms_m,samdate_ec,wl_mbgl,samdate_wl,delta_D,samdate_de,delta_O,samdate__1,tritium_T,plus_minus,samdate_T,_14C,plus_min_1,samdate_14,MRT_years
stasboreholes.795,POINT (18.91616 -23.8474),656,-9999.99,-9999.99,NAMIBIA,-23.8474,18.91616,L0002,-9999.99,NOSSOB,1191,-9999.99,-9999.99,520,-9999.99,40,-9999.99,0,-9999.99,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.796,POINT (18.91616 -23.8474),656,-9999.99,-9999.99,NAMIBIA,-23.8474,18.91616,L0002,-9999.99,NOSSOB,-9999.99,-9999.99,-9999.99,520,-9999.99,40,-9999.99,0,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.797,POINT (18.75602 -25.69497),1634,-9999.99,-9999.99,NAMIBIA,-25.69497,18.75602,T0178/Rem,1079,KALAHARI,-9999.99,-9999.99,-9999.99,518,10/19/2000,47,10/19/2000,32.1,10/19/2000,0.6,10/19/2000,-9999.99,-9999.99,-9999.99,17,10/19/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.798,POINT (18.96152 -23.42904),12759,-9999.99,-9999.99,NAMIBIA,-23.42904,18.96152,L0622,1299,KALAHARI,163,-9999.99,-9999.99,518,2/10/2000,44,2/10/2000,0,2/10/2000,0.4,2/10/2000,-9999.99,-9999.99,-9999.99,74.76,2/10/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.799,POINT (20.4706 -23.1478),BH10404,2007,PRODUCTION,BOTSWANA,-23.1478,20.4706,NCOJANE,1268.82,AUOB,250,65,198,517,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,87,79.5,-9999.99,107.15,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.800,POINT (18.58862 -24.5671),32513,-9999.99,-9999.99,NAMIBIA,-24.5671,18.58862,R0199/001,1124,AUOB,-9999.99,-9999.99,-9999.99,516,1/29/2000,45,1/29/2000,6.1,1/29/2000,0.6,1/29/2000,-9999.99,-9999.99,-9999.99,0,1/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.801,POINT (18.66066 -24.75437),NO ID,-9999.99,-9999.99,NAMIBIA,-24.75437,18.66066,R0146/0,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,516,-9999.99,63,-9999.99,33.3,-9999.99,0.5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.802,POINT (19.93335 -24.70194),2002,-9999.99,-9999.99,NAMIBIA,-24.70194,19.93335,R0289,1058,KALAHARI,-9999.99,-9999.99,-9999.99,516,2/27/2000,45,2/27/2000,2.4,2/27/2000,0.4,2/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.803,POINT (18.89619 -23.96544),10966,-9999.99,-9999.99,NAMIBIA,-23.96544,18.89619,L0321/Rem,1211,KALAHARI,76,-9999.99,-9999.99,516,3/29/2000,28,3/29/2000,14,3/29/2000,0.3,3/29/2000,-9999.99,-9999.99,-9999.99,44.58,3/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.804,POINT (18.92445 -24.16287),32138,1962,-9999.99,NAMIBIA,-24.16287,18.92445,R0322,1186,KALAHARI,36,-9999.99,-9999.99,514,11/21/1999,18,11/21/1999,23.8,11/21/1999,1,11/21/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/21/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.805,POINT (19.21524 -23.35528),NO ID,1969,-9999.99,NAMIBIA,-23.35528,19.21524,L0627/001,1282,AUOB,-9999.99,6,-9999.99,513,2/2/2000,12,2/2/2000,7.5,2/2/2000,0.3,2/2/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/2/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.806,POINT (18.9553 -23.19309),NO ID,-9999.99,-9999.99,NAMIBIA,-23.19309,18.9553,L0502/Rem,1358,KALAHARI,-9999.99,-9999.99,-9999.99,513,1/30/2000,21,1/30/2000,21.4,1/30/2000,1.2,1/30/2000,-9999.99,-9999.99,-9999.99,7.1,1/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.807,POINT (19.97102 -24.28517),NO ID,-9999.99,-9999.99,NAMIBIA,-24.28517,19.97102,R0454,1140,AUOB,300,-9999.99,-9999.99,512,2/9/2000,49,2/9/2000,0,2/9/2000,1.4,2/9/2000,-9999.99,-9999.99,-9999.99,0,2/9/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.808,POINT (18.49349 -24.18441),8447,-9999.99,-9999.99,NAMIBIA,-24.18441,18.49349,R0128,1210,AUOB,-9999.99,-9999.99,-9999.99,512,5/15/2000,31,5/15/2000,20.5,5/15/2000,1,5/15/2000,-9999.99,-9999.99,-9999.99,-9999.99,5/15/2000,-48,10/9/2000,-6.18,10/9/2000,-9999.99,-9999.99,-9999.99,47,0.2,10/9/2000,5370
stasboreholes.809,POINT (18.87072 -24.01204),NO ID,-9999.99,-9999.99,NAMIBIA,-24.01204,18.87072,R0319,1218,KALAHARI,-9999.99,10,20,512,11/18/1999,0,11/18/1999,34.6,11/18/1999,0.8,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.810,POINT (18.80834 -23.38713),NO ID,-9999.99,-9999.99,NAMIBIA,-23.38713,18.80834,L0022,1237,KALAHARI,-9999.99,-9999.99,-9999.99,512,2/8/2000,27,2/8/2000,13.7,2/8/2000,0.6,2/8/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/8/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.811,POINT (18.56007 -24.52714),NO ID,-9999.99,-9999.99,NAMIBIA,-24.52714,18.56007,R0138,1140,AUOB,0,-9999.99,-9999.99,511,11/23/1999,36,11/23/1999,10.9,11/23/1999,0.7,11/23/1999,-9999.99,-9999.99,-9999.99,0,11/23/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.812,POINT (18.49136 -24.42629),28054,-9999.99,-9999.99,NAMIBIA,-24.42629,18.49136,R0133,1143,AUOB,-9999.99,-9999.99,-9999.99,511,1/30/2000,30,1/30/2000,16.6,1/30/2000,0.8,1/30/2000,-9999.99,-9999.99,-9999.99,0,1/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.813,POINT (19.56434 -24.12545),40117,-9999.99,-9999.99,NAMIBIA,-24.12545,19.56434,R0416,-9999.99,AUOB,-9999.99,-9999.99,-9999.99,511,-9999.99,39,-9999.99,0,-9999.99,0.4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.814,POINT (18.59918 -25.0019),NO ID,-9999.99,-9999.99,NAMIBIA,-25.0019,18.59918,R0152/3/A,1140,KALAHARI,-9999.99,-9999.99,-9999.99,511,10/4/2000,19,10/4/2000,19.4,10/4/2000,0.8,10/4/2000,-9999.99,-9999.99,-9999.99,-9999.99,10/4/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.815,POINT (18.57751 -24.44179),727,1925,-9999.99,NAMIBIA,-24.44179,18.57751,R0198/B,1156,AUOB,139,113,-9999.99,510,11/22/1999,46,11/22/1999,10.8,11/22/1999,0.7,11/22/1999,-9999.99,-9999.99,-9999.99,0,11/22/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.816,POINT (18.7936 -23.88202),33302,-9999.99,-9999.99,NAMIBIA,-23.88202,18.7936,L0564,1222,KALAHARI,119,-9999.99,-9999.99,510,11/13/1999,10,11/13/1999,20,11/13/1999,0.3,11/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.817,POINT (19.4859 -24.21931),2975,1947,-9999.99,NAMIBIA,-24.21931,19.4859,R0429,1167,AUOB,291.4,4.4,63,509,12/13/1999,40,12/13/1999,0,12/13/1999,0.3,12/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,12/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.818,POINT (18.90233 -23.91506),33049,-9999.99,-9999.99,NAMIBIA,-23.91506,18.90233,L0319,1220,KALAHARI,110,-9999.99,-9999.99,509,11/17/1999,26,11/17/1999,16,11/17/1999,0.6,11/17/1999,-9999.99,-9999.99,-9999.99,52.8,11/17/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.819,POINT (18.63183 -24.56542),31653,-9999.99,-9999.99,NAMIBIA,-24.56542,18.63183,R0199/004,1155,AUOB,-9999.99,-9999.99,-9999.99,508,4/12/2000,39,4/12/2000,9.7,4/12/2000,0.6,4/12/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/12/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.820,POINT (19.89507 -23.49758),4141,-9999.99,-9999.99,NAMIBIA,-23.49758,19.89507,L 330,1274,AUOB,310,3.8,-9999.99,507,12/3/1999,33,12/3/1999,9,12/3/1999,0.4,12/3/1999,-9999.99,-9999.99,-9999.99,-9999.99,12/3/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.821,POINT (19.01156 -24.35569),1840,-9999.99,-9999.99,NAMIBIA,-24.35569,19.01156,R0308/Rem,1164,KALAHARI,106,-9999.99,-9999.99,506,12/19/1999,22,12/19/1999,21.8,12/19/1999,0.7,12/19/1999,-9999.99,-9999.99,-9999.99,-9999.99,12/19/1999,-46,10/5/2000,-6.14,10/5/2000,0,0.2,36804,28.8,0.4,10/5/2000,9420
stasboreholes.822,POINT (18.56171 -24.5409),1372,1927,-9999.99,NAMIBIA,-24.5409,18.56171,R0386/Rem,1140,AUOB,-9999.99,-9999.99,-9999.99,505,1/27/2000,43,1/27/2000,9.3,1/27/2000,0.5,1/27/2000,-9999.99,-9999.99,-9999.99,0,1/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.823,POINT (20.66944 -26.18194),A423,-9999.99,BOREHOLE,SOUTH AFRICA,-26.18194,20.66944,-9999.99,920,KALAHARI,-9999.99,-9999.99,-9999.99,505,-9999.99,18.4,-9999.99,14.51,-9999.99,0.48,-9999.99,-9999.99,-9999.99,-9999.99,77.15,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.824,POINT (18.5945 -23.90843),NO ID,-9999.99,-9999.99,NAMIBIA,-23.90843,18.5945,L0559/001,1250,KALAHARI,-9999.99,-9999.99,-9999.99,505,6/5/2000,10,6/5/2000,20,6/5/2000,0.7,6/5/2000,-9999.99,-9999.99,-9999.99,-9999.99,6/5/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.825,POINT (18.52472 -24.3622),32492,-9999.99,-9999.99,NAMIBIA,-24.3622,18.52472,R0168,1172,AUOB,-9999.99,-9999.99,-9999.99,504,1/31/2000,33,1/31/2000,14.4,1/31/2000,0.8,1/31/2000,-9999.99,-9999.99,-9999.99,0,1/31/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.826,POINT (18.92158 -24.32385),30323,1950,-9999.99,NAMIBIA,-24.32385,18.92158,R0306/1,1172,KALAHARI,-9999.99,-9999.99,-9999.99,504,2/16/2000,31,2/16/2000,17.5,2/16/2000,1.2,2/16/2000,-9999.99,-9999.99,-9999.99,0,2/16/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.827,POINT (18.56585 -24.54282),1464,1928,-9999.99,NAMIBIA,-24.54282,18.56585,R0386/Rem,1135,AUOB,-9999.99,-9999.99,-9999.99,503,1/27/2000,38,1/27/2000,10.6,1/27/2000,0.7,1/27/2000,-9999.99,-9999.99,-9999.99,0,1/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.828,POINT (18.51904 -24.38888),32696,-9999.99,-9999.99,NAMIBIA,-24.38888,18.51904,R0133,1168,AUOB,-9999.99,-9999.99,-9999.99,503,1/30/2000,33,1/30/2000,14.6,1/30/2000,0.8,1/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/30/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.829,POINT (18.47917 -24.38389),32491,-9999.99,-9999.99,NAMIBIA,-24.38389,18.47917,R0168,1157,AUOB,-9999.99,0,-9999.99,503,1/31/2000,22,1/31/2000,21.1,1/31/2000,0.7,1/31/2000,-9999.99,-9999.99,-9999.99,0,1/31/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.830,POINT (18.89379 -23.86379),10959,-9999.99,-9999.99,NAMIBIA,-23.86379,18.89379,L0001,1241,KALAHARI,-9999.99,-9999.99,-9999.99,503,-9999.99,16,-9999.99,15,-9999.99,0.5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.831,POINT (18.81201 -24.77803),32429,1963,-9999.99,NAMIBIA,-24.77803,18.81201,R0175/001,1134,KALAHARI,95,-9999.99,-9999.99,502,2/29/2000,14,2/29/2000,24.9,2/29/2000,0.4,2/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,2/29/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.832,POINT (19.10025 -23.46541),3758,-9999.99,-9999.99,NAMIBIA,-23.46541,19.10025,L0617,1287,AUOB,-9999.99,-9999.99,-9999.99,501,11/24/1999,29,11/24/1999,0,11/24/1999,0.4,11/24/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/24/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.833,POINT (18.35717 -24.78966),NO ID,-9999.99,-9999.99,NAMIBIA,-24.78966,18.35717,R0082/Rem,1184,KALAHARI,-9999.99,-9999.99,-9999.99,501,5/23/2000,21,5/23/2000,8.8,5/23/2000,0.8,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.834,POINT (18.94003 -23.27221),3409,-9999.99,-9999.99,NAMIBIA,-23.27221,18.94003,L0831,1320,KALAHARI,-9999.99,-9999.99,-9999.99,501,2/1/2000,24,2/1/2000,19,2/1/2000,1.2,2/1/2000,-9999.99,-9999.99,-9999.99,46,2/1/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.835,POINT (18.65697 -24.01012),32762,-9999.99,-9999.99,NAMIBIA,-24.01012,18.65697,L0568/1,1215,KALAHARI,46,-9999.99,-9999.99,500,11/16/1999,14,11/16/1999,11,11/16/1999,0.8,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/16/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.836,POINT (18.38132 -23.87863),9881,-9999.99,-9999.99,NAMIBIA,-23.87863,18.38132,M0128,1241,KALAHARI,-9999.99,-9999.99,-9999.99,500,6/11/2000,14,6/11/2000,28,6/11/2000,0.9,6/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,6/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.837,POINT (18.34598 -24.81628),NO ID,1952,-9999.99,NAMIBIA,-24.81628,18.34598,R0082/Rem,1188,KALAHARI,-9999.99,-9999.99,-9999.99,498,5/23/2000,28,5/23/2000,8.1,5/23/2000,0.7,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.838,POINT (19.04953 -23.48328),2753,-9999.99,-9999.99,NAMIBIA,-23.48328,19.04953,L0620,1278,NOSSOB,-9999.99,-9999.99,-9999.99,498,11/19/1999,47,11/19/1999,0,11/19/1999,0.4,11/19/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/19/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.839,POINT (19.04953 -23.48328),2753,-9999.99,-9999.99,NAMIBIA,-23.48328,19.04953,L0620,1278,NOSSOB,-9999.99,-9999.99,-9999.99,498,-9999.99,47,-9999.99,0,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.840,POINT (18.56297 -24.54993),10120,1969,-9999.99,NAMIBIA,-24.54993,18.56297,R0386/Rem,1160,AUOB,141,-9999.99,-9999.99,496,1/27/2000,44,1/27/2000,8.7,1/27/2000,0.6,1/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,1/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.841,POINT (18.55802 -24.53546),297,1923,-9999.99,NAMIBIA,-24.53546,18.55802,R0386/Rem,1140,AUOB,-9999.99,-9999.99,-9999.99,496,1/27/2000,31,1/27/2000,8.9,1/27/2000,0.7,1/27/2000,-9999.99,-9999.99,-9999.99,0,1/27/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.842,POINT (19.42524 -23.89648),NO ID,1966,-9999.99,NAMIBIA,-23.89648,19.42524,R0395/Rem,1230,AUOB,-9999.99,-9999.99,-9999.99,496,2/16/2000,62,2/16/2000,0,2/16/2000,0.4,2/16/2000,-9999.99,-9999.99,-9999.99,60,2/16/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.843,POINT (18.16295 -23.75964),8413,-9999.99,-9999.99,NAMIBIA,-23.75964,18.16295,M0110,1276,KALAHARI,-9999.99,-9999.99,-9999.99,496,6/19/2000,17,6/19/2000,17.6,6/19/2000,0.8,6/19/2000,-9999.99,-9999.99,-9999.99,-9999.99,6/19/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.844,POINT (18.13848 -24.70092),8332,-9999.99,-9999.99,NAMIBIA,-24.70092,18.13848,R0211/Rem,1190,AUOB,62,86,-9999.99,495,4/7/2000,36,4/7/2000,0.9,4/7/2000,0.5,4/7/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/7/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.845,POINT (19.27451 -24.08351),3096,1948,-9999.99,NAMIBIA,-24.08351,19.27451,R0251/001,1190,AUOB,-9999.99,-9999.99,-9999.99,494,4/11/2000,43,4/11/2000,0,4/11/2000,0.5,4/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/11/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.846,POINT (18.8834 -23.75576),525,-9999.99,-9999.99,NAMIBIA,-23.75576,18.8834,L0006/Rem,1195,AUOB,214,-9999.99,-9999.99,494,-9999.99,30,-9999.99,0,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.847,POINT (18.8834 -23.75576),5255,-9999.99,-9999.99,NAMIBIA,-23.75576,18.8834,L0006/Rem,1195,NOSSOB,-9999.99,-9999.99,-9999.99,494,11/18/1999,30,11/18/1999,0,11/18/1999,0.5,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/18/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.848,POINT (18.5496 -24.38534),10847,-9999.99,-9999.99,NAMIBIA,-24.38534,18.5496,R0197/Rem,1172,AUOB,-9999.99,-9999.99,-9999.99,491,4/28/2000,30,4/28/2000,19.4,4/28/2000,0.6,4/28/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/28/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.849,POINT (18.50157 -24.26398),31979,-9999.99,-9999.99,NAMIBIA,-24.26398,18.50157,R0131/Rem,1182,KALAHARI,-9999.99,-9999.99,-9999.99,490,4/28/2000,12,4/28/2000,15,4/28/2000,0.7,4/28/2000,-9999.99,-9999.99,-9999.99,-9999.99,4/28/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.850,POINT (19.02439 -23.55025),2942,-9999.99,-9999.99,NAMIBIA,-23.55025,19.02439,L0618,1278,AUOB,195,-9999.99,-9999.99,489,11/22/1999,40,11/22/1999,0,11/22/1999,0.4,11/22/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/22/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.851,POINT (18.90309 -24.28209),NO ID,-9999.99,-9999.99,NAMIBIA,-24.28209,18.90309,R0306/1,-9999.99,KALAHARI,-9999.99,-9999.99,-9999.99,489,2/16/2000,15,2/16/2000,17.5,2/16/2000,1.1,2/16/2000,-9999.99,-9999.99,-9999.99,28.65,2/16/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.852,POINT (19.05844 -23.9428),32424,-9999.99,-9999.99,NAMIBIA,-23.9428,19.05844,R0243,1220,KALAHARI,-9999.99,-9999.99,-9999.99,488,3/31/2000,50,3/31/2000,0,3/31/2000,0.3,3/31/2000,-9999.99,-9999.99,-9999.99,-9999.99,3/31/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.853,POINT (18.84308 -23.77712),32519,-9999.99,-9999.99,NAMIBIA,-23.77712,18.84308,L0005/Rem,1252,KALAHARI,-9999.99,-9999.99,-9999.99,488,11/13/1999,12,11/13/1999,12,11/13/1999,0.5,11/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,11/13/1999,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.854,POINT (19.57352 -24.09376),2976,-9999.99,-9999.99,NAMIBIA,-24.09376,19.57352,R0415,1180,AUOB,-9999.99,-9999.99,-9999.99,487,4/6/2000,32,4/6/2000,0,4/6/2000,0.3,4/6/2000,-9999.99,-9999.99,-9999.99,0,4/6/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
stasboreholes.855,POINT (18.35722 -24.78939),NO ID,-9999.99,-9999.99,NAMIBIA,-24.78939,18.35722,R0082/Rem,1184,KALAHARI,-9999.99,-9999.99,-9999.99,486,5/23/2000,28,5/23/2000,14.9,5/23/2000,0.7,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,5/23/2000,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99
